text,sentiment
Yo también creo que es más que cohecho impropio. La acusación contra Garzón pedirá que sea imputado por extorsión http://t.co/geDXqItU,0
"Estamos terminando la reunión de la dirección de IU. A las seis viajo a Asturias en ALSA. No es un postre, es un autocar.",0
Exteriores instruye a las embajadas para justificar la condena de Garzón. Si tienen que explicarlo es que es INEXPLICABLE.,0
Qué trajín! En el PSOE están tirando de hemeroteca con cada nuevo nombramiento en busca de declaraciones comprometedoras,0
"Rubalcaba ""¿Cuándo nos va adar uestedes las malas noticias? #investidurarajoy",0
"Escuchando RNE, no parece nada claro el desmentido de info de Reuters. Parece que Olli Rehn sólo niega las sanciones y nada dice del inflado",0
@igfenoll @ivangeba @PPopular jajaja si si una lealtad tremenda ...mas buen temor a perder el puesto...,0
"@PilarGGranja Hacen falta créditos, no ""cerditos"", a ver si han traducido mal del alemán.",0
Chiste d Gila: un individuo dando puñaladas a otro y un tercero le dice: pero déjelo ya! Y él responde: pues q deje d llamarme asesino!,0
Tontos!“@quillobarrios: Los que silban el himno de España son los mismos que han pagado por ver un partido de la Copa de ESPAÑA. #VivaEspaña,0
"“@el_pais: Fallece el dibujante francés Moebius, gigante del cómic europeo http://t.co/aHii6VQ5 en @elpais_cultura” Oh, Dios, no.",0
"He propuesto como IU un protocolo de intervención, con identificación de la policía y responsabilidades de las delegaciones del gobierno.",0
"Cuando dicen que sobra la memoria histórica, es porque quieren que permanezca el infame relato franquista frente al democrático.",0
“@azahara_sanchez: @icacabelos Irene no intoxiques que no hay resultado oficial ;)” tido x un coptel de lechuzas...,0
España coloca casi el máximo previsto a un interés menor en la subasta de deuda,0
Justicia suprime la Oficina de Víctimas de la Guerra Civil y la Dictadura http://t.co/FgqD6FU0,0
El Gobierno da por hecho que Bruselas aliviará la presión sobre España y flexibilizará los plazos del déficit http://t.co/gGZQCI3I,0
"Los clubes de fútbol deben 752 millones a Hacienda http://t.co/3dWrEWjO El fondo, muy bien explicado http://t.co/uqrMneZ6 / vía @ManuTomillo",0
Ni veto d Cameron veta nada (prosigue x otra vía) ni refundación d la UE refunda nada. Harto d grandes palabras para esconder impotencia.,0
"En Castilla y León, gobierno PP, ecotasa a las eléctricas y a vertidos y sí se aplicará el impuesto de Patrimonio de ZP",0
"Rematado para @Semanaldigital ""Stop a corruptos y despilfarradores"" #leydetransparencia",0
No elegimos presidentes del gobierno sino comisarios de los mercados. Tampoco política sino estado de excepción económico,0
Ya empezamos. El nuevo ministro de Economía llama crecimiento negativo a la recesión #transparenciaPP,0
La absolución de Camps le exime de su responsabilidad penal pero no de su responsabilidad política por abrir Valencia a una banda mafiosa.,0
"Los casos de corrupción de Matas y  los EREs, exigen más controles y responsabilidades políticas y económicas subsidiarias de PP y PSOE .",0
"Keynes tenía razón, hoy en @el_pais @ProfKrugman las consecuencias del ajuste impuesto por la derecha http://t.co/wlTSRyM6",0
#TramaEREs: Griñán mintió y ha sido delatado por su firma. http://t.co/NadeJkEH,0
"La finalidad del empleo y la recuperación futura, pero el objetivo de las reformas estructurales ya, en un mundo que no será el mismo.",0
Lo de Froilan me preocupa menos... la prima tambien se ha disparado (aunque ya sabíamos que era de riesgo)#nomaschistesdelomismoporfavor!,0
"En el Gobierno de Esperanza Aguirre, Percival progresa adecuadamente. Atentos a la profundidad en el análisis http://t.co/sofMXQhc",0
"El PP dice que también es un partido nacional y que están de acuerdo en la globalidad. Noto cercanía pero no cariño, más bien competencia.",0
@julia_otero Para que luego digan que esto  es un medio de comunicación. Esto es un herramienta y peligrosa....,0
Los golpes de estado del capital financiero transnacional http://t.co/8DPYtKok #NWO #GlobalChange #15M #20N #Vaeo #NoLesVotes #AcampadaSol,0
Irán tensa la cuerda en Ormuz. ¿provocación? @TelediarioInter 20:30,0
Los arboricidios vuelven a Madrid. Ruth Porta denuncia la tala injustificada de dos acacias en Pza de San Miguel http://t.co/FssM84Fk,0
"En este vídeo, ocho andaluces y andaluzas cuentan cómo les han afectado los recortes sociales del PSOE en Andalucía http://t.co/qpy6DQjv",0
"MªJosé Catalá,consejera educación valenciana,se reune hoy con representantes colegios concertados.El gobierno autonómico les debe 35millones",0
Tesoro: 2ª subasta de deuda. Busca captar hasta 4500 millones euros en bonos y obligaciones.,0
"Me acaban de decir que hay un problema técnico con la comunicación de la superpromo 80.000 y se retrasa a las 14,00-14,30. Lo siento.",0
"Lunes negro el d Urdangarín. A su abogado-portvz no se le ha ocurrido otra cosa q decir que ""está indignado"". Coñas asamblearias aseguradas",0
"Rajoy hace recortes pq es malo (todos los del @PP) ya q el @psoe ha dejado una situación fantástica. Hagamos plataformas, huelgas y mareas!",0
Cuando sufres porque no encuentras emulador para jugar al pokemon rubí en iOS 9.3.4 ,0
Un abrazo a los compañeros de @lasextadeportes en esta tarde tan fea y triste para quienes querían a Dani.,0
"No sé si conocéis nueva imagen Jesús Despojado que se incorpora Semana Santa Salamanca, Interés Turístico Internacional http://t.co/pafc9OLg",0
#Cuenca El @PPopular inicia su campaña informativa sobre la subida de impuestos en los barrios http://t.co/hurBA3U6,0
La posición de los grupos parlamentarios ante el anuncio de las tasas y subida de impuestos de CIU http://t.co/xtbpyziq,0
"Rajoy (EFE): ""supe el 27 diciembre"" la cifra de déficit. Dice q 3/4 partes de la desviación proceden de las CC.AA",0
"El Supremo aplica la doctrina del ""doble cómputo"" del TC al etarra Andoni Cabello. Pero cumplirá sus 30 años de cárcel http://t.co/Wk3acTyE",0
Testigos del 11-M acusan a ‘El Mundo’ de presionarles para exculpar a uno de los autores de la matanza terrorista  http://t.co/pJ6WeM0O,0
"¿Merkel dice q la respuesta a la crisis no es ""inmediata""? Un día se levantará de la cama y descubrirá q la UE ha desaparecido bajo sus pies",0
¿Alguno se podía imaginar hace seis meses que Rubalcaba intentaría ser secretario general si perdía con 110? ¿Y que lo lograría?,0
Patxi López hace de portavoz de Batasuna. @TelediarioInter 20:30,0
"Pasa de push a pull, otro paradigma @evocaimagen @pepecerezo @gonzalomartin @mkdirecto Primera oleada 2.0 ha fracasado http://t.co/hMfyvd1a",0
".@DavidCpsberga @goslum Vamos, que usted es el portavoz de 2 millones de personas. Una inmensa... minoría. ¿Le molesta la ""minorización""? ",0
"Montoro confirma que el grueso de la desviación está en las autonomias, no en el Gobierno central. La culpa, eso sí, seguro que es de ZP.",0
Proponemos la subasta de coches oficiales para ahorrar gastos superfluos de la administración. #votaPP,0
Amaiur se niega a condenar a ETA en dos ocasiones en el Congreso durante una rueda de prensa,0
De Guindos: 'Si no hubiéramos aprobado medidas nos las habrían impuesto otros' http://t.co/FvL8Pu5W vía @elmundoes,0
Las cámaras d @13tv_AlDia están preguntando: ¿cree que el @PSOE está montando jaleo para que las calles de España sean como las d Grecia?,0
Por qué tiene que ser mi pelo tan goals mojado y tan mierda despues ,0
La cifra de deuda que ofreció la Junta en el CPFF es 3.359 millones superior a la dada por Griñán http://t.co/JkhbwUVd,0
“La laboral me va a costar una huelga” | Tras el presidente http://t.co/TDc9hlJj via @telecincoes,0
"Laura:  ""Echaba la siesta... Vamos, que no estoy sola"". ""No haber contestado"". ""Eras tú..."". Me siento más honrado que celoso.",0
En investigación  además del recorte primará la empresarial y suprimirá las subvenciones nominativas. Otra vez la aplicada contra la básica,0
Ayay quiero grrabar un trocito de Drown con el ukelele porque tiene que quedar preciosa. Pero tengo la voz fatal ,0
"Ya está. Rajoy establece su calendario oficial para las próximas semanas. Los presupuestos ""realistas"" se ... http://t.co/C0LCjAML",0
"“@quediario: Poli Díaz: ""Todo el mundo tiene derecho a equivocarse"" http://t.co/D4CzhxV7 una entrevista de nuestro compañero @miguelsese”",0
"http://t.co/I1CfAQ0o The Economist, para  que nadie se despiste, nos pone ante la cruda realidad.",0
RT @vicdeprado: Para alguien que trabaja en educación es un insulto que un país trate de salir adelante recortando en educación.Contranatura,0
El PP recorta donde no debe: el gasto social en #Madrid  se ha reducido en 183 millones de euros desde 2009,0
RT @ElenaValenciano: Obispo Alcalá arremete contra gays y contra mujeres que abortan #quenomonseñor,0
Protección Civil y Emergencias informa de la previsión de nieve y frío en diferentes zonas del país. http://t.co/anC8UIVa,0
Ni el mismísimo Goebbels resucitado sería mejor propagandista que @ConRubalcaba,0
Rubalcaba a Rajoy en el Congreso: &quot; ha roto el equilibrio de las relaciones laborales&quot;,0
"Rubalcaba para PSC... ""no podemos ser una confederación de partidos"" #38CongresoPSOE",0
"¿Quién me sabe decir de qué manifiesto es esto?: ""Sobre demasiadas cuestiones nos hemos evadido por el temor a la confrontación...(1)",0
"La deuda, se llame bono o eurobono, no soluciona el problema de deuda en una crisis de deuda. Hay overbooking de deuda. Es evidente.",0
Se nos ha ido el maestro Héctor Núñez. Una gran pérdida. Un sentido abrazo para la familia y el fútbol uruguayo. DEP,0
Y más...“@Dirigentes: Prénatal sella un acuerdo para cerrar 40 tiendas y despedir a 273 trabajadores http://t.co/HXoll72L #economia #ecofin”,0
"Veo que Pedro J. lleva mal la crítica https://t.co/tJU43ypl Lo del 11-M ""es periodismo"" y el resto ""gandules"". https://t.co/BWihMIzP",0
Karzai problema de solución casi imposible: alcanzar un acuerdo de seguridad con USA y reconciliarse con los Talibanes.j.mp/zJoZEB #,0
"Si es q vais provocando Jose Luis! RT @joseluis_Raya UPyD denunciada en Almería x hacer ""la calle"" http://t.co/OsBTQ8DA via @ellibrepensador",0
"Ha intervenido Jesús Iglesias, candidato por Asturias, sobre la reforma laboral que   rompe la negociación colectiva.",0
Esto que es??? RT @Bomarzo: RT @reciomanolo: El problema de Andalucía no es la elefantiasis de todos sino la meningitis de algunos,0
"A las 3 en @A3noticias, Rajoy agota hasta el último momento el plazo para hacer público su gobierno. Ya ocupa el despacho de Moncloa",0
Dolor de cabeza :-( #Twitteroff,0
"Imagino que este frío de cojones será parte del ""global warming""...",0
Yo pienso lo mismo. Ibarra pone en jaque a Vara y su intento de apear a Monago de la Junta http://t.co/SljJ0sMA via @Semanaldigital,0
Alguien me puede explicar cómo se puede acabar hablando del hijo de un periodista porque las crónicas no gustan? #Clemente,0
En Asturias Foro + PP y en Andalucía es de infarto...,0
Mas admite errores pero dice que seguirán los ajustes. Vïdeo del discurso de Fin de Año vía @elperiodico_cas http://t.co/2U55rRPa,0
"Este carnaval en Avilés,  las cuerdas de esclavos de la CEOE harán furor. Con algún que otro Espartaco.",0
El govern no paga parte d l nómina d diciembre a ls servidores públicos pero sigue dando subvenciones a medios“amigos”.Vergonzoso,0
Vaya lío en que se ha metido el Comité Federal PSOE apoyando a Rubalcaba: la militancia puede votar contra ellos en pleno.,0
"Y lo sabia (lo del 8%) también el Gobierno del PSOE, que lo negó hasta el final. Nos engañan tanto...",0
"Ayer sentí mucha pena viendo a Urdangarín hacer el paseíllo hacia el patíbulo. Condenado, la santa inquisición lo quemó en la hoguera.",0
"Huelga en Italia,en distintos sectores productivos,entre ellos transportes.Protesta x plan ajuste de más d 30000millones euros d Mario Monti",0
El servicio de música en la nube de Apple cuesta tres veces menos que Spotify pero es más limitado http://t.co/IJWZiQes,0
"""@fjosealcaraz: El abogado de ETA al tribunal ""habéis dicho"", poca vergüenza"" LES ESTA TUTEANDO, ALUCINANTE",0
"Preguntamos a Rajoy sobre los objetivos de déficit , los ajustes y el agravamiento de la crisis. Ni el hacha Rajoy ni la motosierra de la UE",0
Hay algo más triste que un bar de carretera un domingo por la tarde?,0
"Los borrokas valencianos, dispuestos a reventar las fallas, según fuentes policiales. Os lo contamos en el @TelediarioInter 20:30",0
"El PSOE es el responsable de 1.248.000 parados, nada menos que el 31% de paro en Andalucía.",0
Hay gente afortunada que aún se pregunta qué hacer con su dinero.,0
Algún medico en la sala que me de consejillos para sobrellevar este ataque de ciática que duelo muchísimo?,0
“@elperiodico_cas: Un artefacto explosivo obliga a desalojar un edificio de Esade http://t.co/2CHwIpYM” Fui yo. Me dejé las gafas.,0
(1) Audiencia Nacional juzga a Andoni Ullibarri como presunto autor de un delito de humillación a las víctimas del terrorismo x insultar y,0
Hahshahaha Rajoy es ni héroe! Que fuerte es mas q Mou! Botella alcaldesa!,0
"Disentir, recuperarse, reaccionar, resistir, rebelarse, reconstruir democracia, refundar la izquierda; todo en 2012.",0
El claro ejemplo del fracaso del lamentable Sist. Educativo del PSOE en Andalucía está en las faltas d ortografías en su propia publicidad.,0
Llevo algo más de 24h sin dormir y la verdad que algo se nota,0
Los niños más vulnerables de África http://t.co/WCPTw7UI,0
O también: un trabajador que cobre el salario mínimo tardaría dos siglos y 60 años en ganar lo que Rato en 2011.,0
Me reservo dónde y cómo deposito mis ahorros con mi familia. Sólo estoy obligado a la trasparencia pública aunque veo que hay mucho experto.,0
"El marido de Cospedal, nombrado consejero de REE. ¿La mujer del César tiene q ser honrada y parecerlo? @TelediarioInter 20:30",0
"Jáuregui calcula q 1,7 millones de personas votaron nulo, en blanco o se abstuvieron en elecciones al Senado. Una señal digna de atención.",0
Y ahora no me pierdo ls encuentros en la certera frase!,0
"Interior dice que ETA extorsionó a comercios vascos en Navidad para su ""aparato logístico"". Los alto el fuego permanentes es lo que tienen.",0
"No se donde tengo las llaves, ni la agenda ni el cable del móvil ni por qué alguno me insulta. Pero aún sé dónde está la cama. Hasta mañana!",0
Lo de no legislar en caliente es un Macgufin . Muchas reformas penales y del menor a golpe de titular para endurecer. Populismo del miedo.,0
"Cadena pseudoperpetua, copago judicial, todo el poder para los jueces... La justicia no era un asunto de Estado a pactar con la oposición?",0
"Rosell ( CEOE ) en Informe Semanal hablando de la reforma laboral: ""lo que hemos hecho es... "" No la había hecho el gobierno ?",0
"Duro revés para Rajoy. Andalucía prefiere lo malo conocido a lo supuestamente bueno, que asoma, en forma de recortes. http://t.co/pRV61Jgq”",0
Cada dos días se recibe una queja por discriminación por VIH http://t.co/1HOJcPEN,0
"Rosa Díez, UPyD ""parece q las cosas se van a resolver con las viejas recetas que no nos sirvieron para arreglar los problemas"" #investidura",0
"Cifuentes: ""La Policía hizo que se cumpliera la ley, algo que antes era sorprendente""",0
"La ministra de Empleo dice que les han dejado ""un país en ruina"" http://t.co/llXFOKUS",0
"La Generalitat y la sociedad civil catalana exigen una gestión individualizada de El Prat, via @elperiodico_cas http://t.co/7laJ9RmO",0
"Rosa10 a Rajoy: ""Esperemos que no sean los ciudadanos los únicos que se queden sin ser rescatados""",0
La Guardia Civil implica al exconsejero José Antonio Viera en los ERE de Andalucía. Ahora es diputado. http://t.co/wq50qh0p,0
@FcoXSalinasb No lo entiendo asi.Hay que intentar medidas no protecionistas (malisimas) y proteger clases medias.No es imposible.,0
Según el relato de EP la única presión que se materializó fue regalarle a una de las rumanas una camiseta del Madrid. Pólvora en salvas.,0
"Rajoy dice que ""intentaremos corregirlo"" (subida d impuestos) ""en la próxima legislatura"". O acorta la misma o ya preve q dure más de 2 años",0
"El Gobierno amenaza con una ""agenda reformista muy agresiva"" y se lía con el déficit http://t.co/WxF8VLOC",0
CCOO usa una 'foto trampa' para inflar el éxito de la huelga http://t.co/53QH6Qce vía @libertaddigital,0
"JL: ""Más allá de las discrepancias, no pasaremos por alto que Botella pasará a la historia como la primera alcaldesa de Madrid""",0
"Nos están haciendo pagar, con recortes de derechos sociales, laborales y salariales, los excesos de la banca y de los q se lucraron.",0
Tomo nota de vuestros avisos aunque no se bien que hacer. Siento las molestias.,0
Post de complemento a la charla de dos maestros sobre el sudor frío en las redacciones.- http://t.co/HE8cGx6B,0
Amnistía Internacional denuncia 31 métodos de tortura del régimen sirio en un año de revueltas http://t.co/QwExnIRi via @rtve,0
"@conRubalcaba "" es un fraude democrático no explicar que van a hacer"" @CarmeChacon2011",0
Ahora dice @PepeGrinan que los diputados son todos unos vagos.... pero este señor que se ha creido? #debateAND,0
"Si el problema no es este Gobierno o el otro sino el ""riesgo España"", xq no dejamos d buscar culpables y buscamos soluciones...juntos!",0
El #38CongresoPSOE termina con la Internacional y yo me despido aquí.,0
Queda ahora una parte de Andalucía (no los grandes ayuntamientos) como ensayo político de la izquierda. A ver qué proponen.,0
"@PabloAIglesias @mcnultyrulez nadie habla de callarse, mira twitter. Pero que el Gobierno proteste oficialmente? Por un gag del guiñol? Ay",0
Soy contrario a la cámara oculta. Es trampaRT @MACguilera: La fape rechaza la prohibición de la cámara oculta.,0
"yo tampoco,ya es tarde. Solo se puede fusionar y aflorar. Mafo responsable.“@cultrun: Rajoy dice que no está a favor de crear un banco malo”",0
Debemos mejorar la calidad de nuestras democracias en eficiencia e igualdad? Si y rápidamente. La desigualdad cada vez es mas inaceptable.,0
"Empezamos la Legislatura con un 15% de paro, 26% juvenil y 19% femenino. Acabamos con más de un 31% de paro, 55% juvenil y 33% femenino.",0
Parece que vamos a casarnos el mismo día que firmamos la hipoteca de la casa. Algo ahorramos... pero qué aburrido.,0
La reforma laboral es peor todavía.Las empresas podrán bajar sueldos de forma unilateral.El gobierno lo ocultó ayer. http://t.co/ISFcoLL7,0
@_MissChaotic_ ves ese brillo? es un coso que hace que se sepan a kk ,0
"Se vulneran los dchos humanos, dejando en grave desamparo y situación de riesgo a las familias, muchas con niños en edad escolar 2/2",0
"Mi columna d mañana en @LARAZON_es ""Indignidad y degradación"" ... un análisis d las elecciones en #Rusia . Putin con planes hasta 2024!!!",0
"Huelga ""sorpresa"" de los trabajadores de tierra del aeropuerto de #Berlin-Tegel - http://t.co/BOoWvzRn (EP)",0
"Ataca de nuevo el COJO MANTECA... Manda güevos, que diría el embajador en Londres...",0
"El mes pasado tuvo un día mas y esta noche nos quitan una hora. Así no hay reloj de cuco que píe a su hora, vaya estrés de calendario.",0
Hoy han despedido a mis compañeros de Público. Os echo de menos.,0
Y mientras Griñan miente y gasta dinero en beneficiar a sus amigos....Leed :  http://t.co/q92twLw8,0
Bono pide unidad y dice que las diferencias entre izq y derechas pasan a segundo plano y Rajoy y ZP cruzan una mirada #Congreso,0
dura lo justo “@hermsmalfoys: @Buenafuente Cuando dura la funcion de Terrat Pack?? q tengo entradas para el 30 y empezais algo tarde”,0
"Anticiclón,se van las lluvias y empieza a descolgarse una bolsa de aire frío q nos va a dejar temperaturas gélidas, desde mediados de semana",0
"""No habrá verdadera igualdad mientras la maternidad no se reconozca como un derecho de la mujer y un bien de toda ... http://t.co/sf9Ez6FE",0
"Mi análisis mañana en @elconfidencial: ""Una huelga de baja intensidad que relaja la presión sobre Rajoy"" #dospalabras",0
¿Beneficia la reforma financiera a Bankia? De Guindos trata de pasarle la pelota a Saenz de Santamaría. @TelediarioInter 20:30,0
El 3 de marzo estará siempre vinculado a Vitoria. A la larga y difícil Transición que tuvimos en Euskadi http://t.co/rFXUVImW,0
"Menos mal q Rubalcaba prometió q no habría ""facturas"" con quienes apoyaron a Chacón, le ha faltado tiempo para laminarlos #38congresoPSOE",0
La estrategia de @marianorajoy respecto a Amaiur es torpeza o estrategia para no hablar de las medidas desagradables que piensa anunciar?,0
Griñan lee cuando habla de corrupcion. No es sincero ni en eso. No es capaz de dar la cara con sinceridad sobre ERES,0
"Si es problema la recesión q implica alcanzar este año un déficit d 4,4%, que haremos el año próximo para llegar al 3%?",0
Rajoy se reúne con Merkel ¿Habrá relajación en el recorte del déficit?,0
"Una duda para mañana: ¿habrá algún ministro laico que prometa su cargo, en vez de jurarlo?",0
@josebrit sigo sin acostumbrarme a su nueva boca/dientes ,0
"Los de AMAIUR se han sentado en la ultima fila, tras bancada socialista",0
pero no había perdido el móvil? racorrrrrrr!,0
"Cincuenta ciudades brasileñas pueden sufrir brotes de dengue, según el Gobierno  http://t.co/OeAOaDNO",0
"Gallardón responde al Psoe que no se quejen de trabajar hoy porque los diputados ""somos unos privilegiados"" frente a los 5,3 m. de parados.",0
"Alonso: ""El PP es la garantía de la derrota de ETA y de sus pretensiones políticas"". Este discurso sí es el que muchos esperamos escuchar.",0
"Si la CEOE cree que parados no trabajan porque no quieren, cabe pensar que no hace falta reforma laboral. #ganasdeofender",0
"En situaciones como esta en las q el PP y el Gobierno parecen olvidarse de como se hace comunicación, se echa de menos a @gonzalezpons",0
"Recuerdo q queda otro recorte d similar cuantía para marzo. Todo lo pendiente, se hará entonces (IVA, sanidad etc)? Q hubiera hecho Rubal?",0
"Y digo yo, si la reforma laboral no creará empleo y la reforma bancaria tampoco, xq no priorizan lo que si lo cree? O no hay nada?",0
"Basagoiti: ""Hay varias cosas que nos unen (sobre el fin de ETA) a PNV, PSE y PP"". Hace años esta frase era impensable",0
El Gobierno de #Griñán también pagó comisiones directas a mediadoras de ERE - ABC.es http://t.co/jnqbfIoD,0
"Elena Valenciano: ""El PSOE tendrá la plantilla q pueda pagar pero si hay despidos nos portaremos como socialistas"" http://t.co/6hBM1qyE",0
"Rajoy: ""Si hay algo de lo que puedo presumir es de ser independiente""",0
¿Si el Gobierno no flexibiliza el déficit público de las comunidades autónomas por qué espera que Bruselas lo haga con él?,0
"Nerviosismo evidente entre el personal socialista. Fuera de plenario alguno se anima con ""la gente se marea y el público..."" #38CongresoPSOE",0
Rajoy: 'En política no siempre se consigue el 100% de los objetivos' http://t.co/5O8IQNHi vía @elmundoes,0
Hoy se han despedido los secretarios y subsecretarios de Estado en su última reunión. El viernes lo harán los ministros. Esto se acaba,0
Las cámaras d @13tv_AlDia preguntan hoy: el @PSOE en Andalucía: ¿ha combatido o ha alentado la corrupción? #Chaves #cocaína #EREs,0
"El presidente se ve obligado a expulsar de las tribunas a los invitados de IU, que confunden la #AsambleaMadrid con un circo #Quecosas",0
"El propio Zaplana niega que vaya a dirigir RTVE. Era divertido, pero, según él, no tiene fundamento. Lástima.",0
"5,27 millones de parados, el 22,7%. ¿Dónde está el límite en el que un país estalla? http://t.co/oGSadpDC",0
"La próxima EPA que cierra 2011 nos da 1 cifra insostenible:5,4 millones d parados,sumado a 2012 y 2013 con decrecimiento dl PIB...asfixiante",0
FACUA y OCU dicen que la luz ha subido un 60% en lños últimos 5 años. @TelediarioInter 20:30,0
"Imprescindible hoy ""si la niña se muere, pues se muere"" #SahelNow http://t.co/kJIT4CGh",0
"#Presupuestos Atención, pregunta. Mantiene el Gobierno su previsión de que el PIB caerá el 1,7% o cree que con lo aprobado hoy será más?",0
"@_Rubalcaba_ ""España habría obtenido más margen"" en déficit si se hubieran presentado ya los PGE y no se hubieran condicionado a Andalucía""",0
La bestia tuvo + suerte que el pobre animal “La alcaldesa d Torà cesa al edil que mató a tiros un perro abandonado http://t.co/Z5cmpkyJ”,0
Repitan conmigo: el déficit español no es culpa del gasto público http://t.co/XqIj4Z1Z,0
El Gobierno de Griñán también pagó comisiones directas a mediadoras de #ERE en #Andalucia http://t.co/tuNLocpf,0
En unos minutos empezamos el debate en @mananascuatro con @Vallvey @elisabeni y @FjaureguiC con @mrtfernandez Y el pais al borde del colapso,0
"sigo en mis trece. ¿cabezón o perseverante? a día de hoy y al margen del resultado, clemente sigue de parapeto de la directiva del sporting",0
"Por qué subir IRPF y no IVA? Según Montoro porque es ""el menos dañino para España"".",0
Después d las elecciones andaluzas y asturianas nos dirán d donde recortan los 17.000 millones. Nunca un voto ha valido tanto. #25MRebélate,0
"El acuerdo de recorte de derechos laborales aprobada por PP, CIU, UPN y FAC, es un ataque brutal que debe tener justa respuesta global.",0
Una despenalización d un delito jamas penado en tres supuests (eso es lo q estableció el TC sobre el aborto apelando a una colisión d dchos),0
"Mas, mucho mas...   @JavierArenas_pp  advierte de que «falta mucho por saberse» del caso #EREs http://t.co/OULaXlnZ",0
El sábado 19 pasará a la Historia como la jornada de reflexión electoral en la que más se llenaron las cloacas. #20n,0
"@_ArtificialRed_ gracias tocaya  Pero.. es que es verdad da rabia.. ni un extremo ni otro, si hay machismo voy a ser la primera que va..",0
"no entiendo Twitter, no veo los tweets y me han desaparecido mucha gente a la que seguía",0
Caramba con el papá de Ivan!! Chaves: 'La democracia peligra si el PP gana el 25M' http://t.co/OLTwArGt vía @elmundoes,0
"Menéame (si quieres): Los ultras presumen de sus éxitos contra ""el laicismo salvaje"" http://t.co/JEzertFX",0
El juez le pide al alcalde de Manises (imputado caso Emarsa) que deposite sus décimos premiados en un banco http://t.co/ngKq2J9z,0
Hola estoy que reviento por haberme comido un box de kebab ayudadme a morir gracias ,0
Incordiar a los vecinos durante años con el ruido de tus hijos al piano te puede costar 8.000 euros. Sentencia del TS http://t.co/n3UBtyCX,0
Mayor Oreja advierte que ETA trasladará pronto a la sociedad española su proyecto de ruptura. #congresoPP,0
"Terrocapitalismo. Con la reforma laboral que no conocemos (pero Merkel si), Rajoy espera crear en 2012, seiscientos mil parados más.",0
Pacto de austeridad con las CCAA y Municipios con responsabilidades. Elimina subvenciones nominativas. Ley de transparencia.,0
La juez Alaya impone a Guerrero una fianza de 686 millones. http://t.co/fGTTBOrc,0
Se nota tensión en el ambiente del congreso del PP. (La de los periodistas para encontrar títulos),0
"RT @metgeantisistem: @Albert_Rivera a sanidad también , joder defectiva pura y dura , ayudaaaaaaaaa ,",0
"Rajoy sugiere otro recorte durísimo y apela a la sensatez de los españoles. Es decir, que nos movilicemos y que vayamos a una huelga.",0
@AlexdelaIglesia @juandiegobotto mucho insomne veo por estos lares...,0
"El TSJEx niega que la nueva Ley del Suelo ampare la obra en Valdecañas, leído en El ... http://t.co/wROFi0dg",0
@tenistachanel @100 si haase hace otro set y janowicz el over. Me voy a estar acordando del puto chino toda noche...... ,0
La corrupcion  apuntilla al PSOE andaluz   vIa @elmundo_orbyt http://t.co/UqDNVyjH,0
"""Reforme Ud. mañana"", el epílogo de hoy sobre los recortes a los funcionarios, via #ePeriódico.http://t.co/Zv8GMVPA",0
"Es muy conocida su regla de austeridad. Rubalcaba recuerda a los cargos del PSOE: ""Todo lo que ocurra dentro del ... http://t.co/D1uJptuz",0
"Sarkozy lleva ya tres día, hoy, Le Pen también sacude a España. Va a contestarles el gobiernoaa",0
RT @juanluis150: La sombra de la corrupción amenaza a Convergència  http://t.co/MEOzqesK,0
Ante la reforma laboral de hoy/1: La reducción del despido a 33 días será generalizada  http://t.co/1nqYalEw via @el_pais,0
"Tras ejecutiva de hoy,estamos preocupados por la situación económica y por las políticas del gobierno. Sólo con ajustes, no salimos. RbCb",0
"El discurso de Rajoy entra en materia sin cortapisas. Dice que no hemos tocado fondo. ""Ojalá"". Mensaje a los que se manifiestan en la ...",0
"Me preocupa la reforma financiera de Guindos. Tarde, postergada y no resuelve el problema de los que sufren, las empresas sin crédito.",0
Y el ABC tb cuenta lo suyo. Q horror! “@ManuelCapeloH: Tiene mas informacion en  abcdesevilla.es @ http://t.co/MvniRy7e via @abcdesevilla”,0
Ufff!!! “@ABRAHAMLABRADA: http://t.co/2NmGepAV Chávez sugiere que la CIA ha provocado el cáncer a varios presidentes latinoamericanos”,0
El debate está siendo menos tenso de lo esperado. Ayuda que Rajoy siga sin detallar sus planes de recorte.,0
"Este es un oficio para pesados. Nos ha costado tres días, pero sacamos lo que costó el polémico vídeo de la reforma laboral: 4.200 euros+IVA",0
@UPyD No me parece bien que queráis subir el recibo del IBI en 2012. Subir las tasas de las instalaciones deportivas me fastidia. ¿Motivos?,0
El TC estudia suspender la aplicación de la 'doctrina Parot' a 6 presos de ETA - http://t.co/CUhHrDDK,0
Una sanidad impagable: cinco argumentos para aquellos que defienden el copago como algo inevitable http://t.co/2k44R8Mv,0
"Me queda un 10% de batería... No se si aguantara hasta el final de la tertulia. Si se apaga, lo siento...",0
@EvaORegan comparar a #Fraga con Carrillo no me parece justo. Uno fue ministro de una dictadura y otro participo en matanzas de Paracuellos.,0
tu has visto lo de Barcelona? “@franxusm: @PilarGGranja en eso resumes tu la huelga? No ir a trabajar o dar palos?”,0
"Sanidad proyecta cambios del modelo con la excusa del ahorro: Recorte de prestaciones y personal , repago por servicios y privatización.",0
Me preocupas “@pedro_delrosal: Pr su  est s,0
