text,sentiment
7:36 pm here in new orleans....thawt i'd be home by now  i dont even get paid for this 10hr shift i'm doing..not kool dad..not kool!,0
"@ashemischief As I keep learning, time &amp; time again, cheap faux leather shoes are just NOT worth it 9 times out of 10 ",0
Hopes that all those connected with flight 447 eventually find closure   I truly send my condolences xox,0
my face reallly fucking hurts now. ,0
@lovelylindsey Some of us are still working ,0
Why won't Twitter send me text updates? ,0
Another brunch at The Breakfast Club. Becoming dangerously habitual.... but bacon is too tasty. ,0
"I miss him alrdy.  I'm always trying 2 act tough, but in reality I'm not a rock, I'm human, &amp; ive ths things called feelings.",0
"Wet Backs and Soaking Sheets, Oh My! http://a2a.me/NvA My new blog post about my repelling #clothdiapers ",0
I really miss my kitty clawing under the bathroom door when I am in the bathroom  RIP jade &lt;333,0
Dead Like Me movie (: finally finally out!! the ending line is perfect. i miss this show ,0
omg im so tired of this b.s i dont know what to do i need some advice where is my mommy when i need her ,0
"Is shook up from her pre-ride. One girl dislocated her shoulder, broke her elbow, and wrists. I broke my bike. ",0
"Well, my aunts dog died. I understand how devastated she is. I'll probably head over there soon for support ",0
Lastnight was fun! Met the coolest new friends and ate some bomb ass wings! Damn Im hungry ,0
"so much housework to do, i want my mum back ",0
had the worst pancake for breakfast!!! you cannot have a more wacked-out(in a bad way) pancake!! ,0
ear ache! ,0
@united 3866 is at a stand still! No pilot or paperwork for fix over 25mins! Problem was fixed 30mins ago. Flight is as is delayed!,0
"@mileycyrus whatever it is that is making you sad, i'm sure if u get some sleep u will feel better in the morning. don't be  smiley miley.",0
"Darn it, my plans fell through   Looks like a night of design and web development for me instead!",0
@neurotik_nurse Aw  why,0
Hospital time   http://twitpic.com/7m7ly,0
@adammshankman really?  ,0
@_Chelsea_Marie a fully functional body - no matter what size or weight...however it is hard i guess but media DNT HELP ,0
@granolatayler  that's a pic of a sad face for you.  http://twitpic.com/8cnwb,0
I'm sorry everyone for the double tweets.  I think I fixed it.,0
I just don't know what to do or say...argh this is so frustrating ,0
"well, so much for trying to upload a new profile pic to twitter. i'm now officially a red 'x'... ",0
@James_Riley idk i didnt f it up maybe my taste buds are effed up..  cuz it made me go blah! And i like ice cream,0
@mrboo  essaye alors @firefox_answers,0
"@LittleMissDx thnx  just wish it would go away, how's your wknd going?",0
Bubba's not looking good. My dad said he saw him eating but I moved him &amp; he didnt try to bite me. If he doesn't make it idk what I'll do ,0
thinkin bout wdh thiss is  lol Juiceerr gotta help me ..,0
is in a bitchy mood and feels bad for taking it out on joey ,0
farewell breakfast tomorrow.  Im gonna miss everyone so much. I love you guys.,0
Time for another run of 21st century breakdown. altho i love Tre Cool at the drums I want to take Billie Home! ,0
heart breaking ,0
There's no exclamation mark on my typewriter. ,0
Tweople! My back hurts ,0
I want to be outside! ,0
So tired and its only 6:02 where I am ,0
"@CandyMaize lol, I'm not exactly going to bed, it just feels like I should be cause everyone else is and now I'm lonely. ",0
Wonder if I ate something wrong. Been having diarrhoea since this morning  Lousy day.,0
"btw, love d recipe postings, 'cept this wot happens when i cook http://twitpic.com/68a3d have 2throw d pot away ",0
Firefox Crashing Badly on Mac .. Very Annoying .. I Suppose i have to use Safari Now ,0
@AndreaReck   Fit Chicks rejected my request 4 membership the other day ...,0
feels empty now the apprentice is over ,0
"UP is out tomorrow and i can't watch it  thanks a lot, school.",0
@absolutelytrue back to secondary school and actually make an effort ,0
I might b staying the nite ,0
@clicknspark i wish!   im not rich anymore. U cum here!,0
"Turning out to be a very bad day.Pain is killing me, haven't had a good sleep in weeks and now it seems my son's bday party may be ruined ",0
... but it will look terrible on me. ,0
"@helloo_kitty LMAO! I'm always on there, saw a sooper cute one for like $300  ... Read More: http://is.gd/12TED",0
"Just bought tweetie on iPhone, BIG dissapointment  still in MANC!  http://bit.ly/6u60N",0
"taking the sims 3 back tomorrow  so bummed. i guess i'll stick to sims 2, is there much difference anyway??",0
very Hungry ,0
@ktzekat its a bit scary! no me gusta ,0
"up at this weird time, feeling feverish ",0
@JLSOfficial ahh!!!!!!!! where have you been lol.....missed you tweeting xxxxxxxxx no it didnt work for me ,0
"@LoBosworth I'm looking forward to 'Up', it's not out in the U.K till October time though.  You'll have to let us know what it's like.",0
Trying to get in touch with a friend who doesn't seem to want to get in touch ,0
"im lonely  keep me company! 22 female, Duluth - Minnesota",0
Dude... slow moment im justtt now looking at these @taylormonet things. Sorry ppl im not following!!  haha,0
@BadGirlStreets even the boots I have ,0
My throat is so itchy ,0
@mattjorg i wish you were back already  I'm calling you tomorrow can't WAIT to see you!,0
just woke up..umm tongue is kinda sore..9:00. kinda bored. still laying in :p still missing kathy nd gabbi ,0
@JuanFliNeal hmm mm mm...forgive her Juan...for she knows not what she misses out on! ,0
"just woke up, my hayfever sucks  and the weather doesnt seem to good, BGT tonight x",0
@verwon I'm a lil tired from my move yesterday and would luv to longe and luxuriate on my balcony all day but I have 2 work all weekend ,0
"Going to the airport to pick my parent's up from Vegas, why didn't they take me with them? ",0
starting my english paper shoulda done it hours ago but o well ,0
@CoachMonique I Feel u Coach. I wanted to go out 2. But not rlly...I Dnt kno where my drive to go out is!  I'm so corny!!!,0
"Well, I just can't do The Moon... No matter how hard I try, The Moon cannot be done. 300 m's... Boo hoo Namco! ",0
i want a new twitternam...just don't know what to change it to ,0
Am I allowed to say when my heart hurts? ,0
@imneverfull I passed that madness on my way. Must have just missed it.  ,0
I think I'm on my 73rd Popsicle  pain pain go awayyyy!!! Watching Royal Pains USA's new summer show- love it!,0
is ill  and very pissed off ;-),0
#621621621 times happy Nadal is out. I' ve found a new appreciation for the swedes. ;) but I want my Djokovic back ,0
iPlayer &quot;now playing&quot; streams (simulcasts) unhappy - http://tinyurl.com/o98ak9 and http://tinyurl.com/qpbaw8 ,0
@aniqa_x ha! yeah was alright! my sisters went shopping in london but i couldnt go cos i had school!!  and i already missed last week lol,0
@chrisj1k LOL I'm not ughhhh I understand how u feel ,0
Has rugby tonight...it's gonna be effin freeeeeezing ,0
@CazP73 awww  I've got to go to work now...cba!,0
@aphares210 @RandomHero77 I know braces  and snake bites :/..... I'll have them for 2~!!!!!!!! year s :'(,0
i have been deliriously cheerful the past few days but now i'm home alone again and it's starting to wear off ,0
Sorry seems to be the hardest word ,0
What a way to wake up ,0
Is wondering why I always try todo right but always end up suffering ,0
 feeling down. reality is setting in. i know i should be beyond this point. why am i still here? i want to follow my dreams but im scared,0
@flashman hahaha oh my. I feel bad if you actually went there ,0
Just had lunch... I need self-control. ,0
Has a backache and a headache yet again ,0
"Ok... before I leave REALLY, REALLY leave this time... I just gotta say that... I totally hope R takes K to Cannes. He's on his way now. ",0
@sunflowergirrl: ?? ,0
@J1S2004 Ubertwitter is still giving me an error msg.. Smh... Sucks,0
@Tarale was meant to be sleeping but everyone was loud and woke me up ,0
"@Gazz18 yea i went to the one back in Leic wen i went home the other week , just that its flaired up again  hows u been anyway all good?",0
@ashleytisdale I would love to see David Cook! But I'm not going ,0
@rainbow_dog sob i have a burning crush on tamon  the doctor is awesome too though,0
My alt+shift+del doesn't rest my phone anymore ,0
@kiwi8 @KelliStandish be doing now instead of tweeting!!  I'm halfway through the list and am exhausted ,0
Thanks everyone! Computers are giving me a headache today ,0
My Godfather passed away yesterday I am now in mourning. ,0
@siddNullus  I agree.,0
i think i got face wash in my eyes.. they kinda burn ,0
Awake unfortunatly  i have a feeling my day is gonna suck im pissed already,0
"bought mc-donalds, dont think i even took a full bite, ",0
@cazp09 i feel really pants lol i think i have a cold coming as i cant stop sneezing and coughing  xxx,0
"@justingimelstob Thx. That's what thght, since it isn't streaming either. Guess will know result before it airs  Looking frwd to Verdasco!",0
"@alyssahayley haha, aww  i miss that too, (L)",0
"not much, ill ",0
My tummy hurts. ,0
Still in work... All on my lonesome now  It's a bit weird and very quiet. Off to Manc Airport in a bit... Parental Time,0
no more system???? ,0
I'm gaining weight ,0
@jadeisrad_ no i am just forced to work at inopportune moments like when i wanna have a life! i dont even make 40 hrs a week ,0
@ kayveepee aww  do you have a belly ache hope you feel better love ya,0
Does not appriciate getting depressing texts about alex rowe leaving the band. I love him ,0
@xxiolla1@dougreport how can I read the Floyd article says it's private   - odd -it works for me...,0
it is so hard to let go of pet ideas when they don't work any more. ,0
@nickjonas goodnight  reply to mine though please when you get a chance ! xoxox ! can't wait to see you in edmonton on the 2nd,0
@twittapp  im not in on this *aboohoo*,0
feels a little lonely on Twitter ,0
The sad part about working all weekend is I honestly had nothing better to do.  ,0
Finished reading The Pact last night...kinda' sad ,0
@Avylina ye guess its time for a clean install and see if that fixes it ,0
Oh so tired. Am I gonna get scolded on my first day if I'm late? ,0
 Home from NINJA weekend...I will miss you dearly!  Best $200 spent on tickets.,0
@CateP36 I'm out of chocolate. I needed a fix &amp; it took 3 chocolate chip cookies to fill the need ,0
Morning all. Going for a run this morning before packing. Jo and I off to dinner tonight to say goodbye to Paddy  Who is leaving TA.,0
"@AngelSupastar you know what's funny, I could've gotten my birthday present 9 days ahead of time. oh well ",0
"So how's everyone liking iPhone OS 3.0, eh, eh? I can't download until I get home at 10:30 ",0
@luigid sorry dad! It's almost over. ,0
"@StephenMulhern awww wish i was there, didnt get tickets in time for aberdeen ",0
Hi there all! Can't stay to long have to go to work soon ,0
"@b3love I just jogged, and ate fidello, lol, I can't believe my phone doesn't have pic mail ",0
"Uggghhhhhhhh wtf!!!!!! Last fucken cup!!!! I can't believe how many times we hit the rim, they just dint wanna fall, I lost ",0
Ugh have to pay for the iPod touch OS 3.0 update. And iPhone users don't have to pay!! ,0
@heckofchris why r we not hangin out?  tPc,0
I dont know what day it is ,0
Omgeeze! If it aint one thing it's another ,0
"God, I'll miss my bf so fuckin' much!  It's only 2 months now *snï¿½ff*",0
"@batmanspanties that's not healthy, lady.  have you been to a doc?",0
@CreativeWolf  you need somebody to to tuck you in and feed you stuff!! *calls some girl off the street*,0
"@imhotshyt HAHAHA, in the words of you, NO DON'T DIE. THAT'D BE QUITE AWFUL  hahaha, i'd miss you too much mal &lt;3 but ah, i think i'd..",0
Playing nba live 09 on ps2 tho ,0
"dreading my recital tomorrow, i miss SOSD...SO MUCH BETTER! ",0
I feel like crying  Last ever day at my school in a month. Before it gets knocked down and we have to merge with another school ,0
@beverleycuddy but they said he didn't have Kennel Cough. He ended up being muzzled as he was stressed and snappy and I was in tears ,0
"@AmericanAir I had to pay extra $$ cos that flight was ""no longer available"" just because it wouldn't accept my US Card for a 1 way into NYC",0
@Alienware man my tweetdeck just doesnt update fast enough ,0
@irishjenny hanging in there. My vacation is over &amp; back to work tomorrow. ,0
Man I hate twitter apps for my iPhone. They hate me ,0
"Tweetdeck update is all messed up, now it doesnt minimize to system tray, doesnt show popup for new tweets. Its getting over me now ",0
I just lost a fight against @hangy on Tweefight. I lost  Please revenge me! Try now http://tweefight.com/?opp=hangy,0
@mattnosike I miss you!  We need to go to hooters soon!,0
oh man. i hope nothing personal doesn't get leaked tomorrow ,0
"I forgot the funeral is the day after the wake  Was up early (asleep around 3:00) writing blog posts', emailing start-ups.",0
hey all hope all is well  weather in scotland is  awsome sadly im stuck in  the house with a bandage on my foot boo damn  new shoes suck ,0
@delanotho yes one of the many gnats that lurk on twitter  supposedly some company is making software to kill the bot profiles- Yay!,0
@mamapennington im the only one in the office! and I jammed the copier ,0
i'm with a headache  but i have to study a lot for the exams,0
"@baconpops Hate to say it, but a friend of mine said he got some BaconPops and wasn't impressed.    Too bad, it's a great concept!",0
bored of doing these applications ,0
MAN iM S0 B0RED!!! -___- N00B @Jess_Is_Awsome LEFT ME!!  iMA G0 T0 THE ST0RE RiGHT N0W T0 GET  SuM C0NTACTS  GuESS WAT C0L0R ;D,0
says still craving CHOCNUT!  http://plurk.com/p/xaqwz,0
"I miss my crazy obsession with wizard rock, and knowing I'd see shows every summer. What happened to me ",0
http://twitsnaps.com/~rc Devilish temptation. Chocolate ice cream. Hard to resist temptation. ,0
Spring break is over  I don't feel like fixing my hair today.,0
@eluxoso no present either  must have been left off the list,0
sometimes people just react different when they are under pressure  ,0
"ugh, have to get redy to help my dad change his cars brake pads -.- i feel too lazy ",0
@TheFirstSight i'm here again  guess what? i cant play with The Sims 2  grrr the sims are pixelated o_O lol.,0
Still reading the manual ,0
boarding cruise from 21'st 'til 25'th NO CELLULAR DEVICE DURING THAT TIME  oh well,0
@benher It wasn't a very good advice ,0
" Miss my little monster, but he's with his Daddy this weekend!!!",0
@bobbythomas1 with nik and loz gone... Are you too ? ,0
@chunkofplastic wed work at ANZ stadium? Why was last time crap? ,0
conan being on at 10:30 realllllly messes up my nighttime viewing habits. ,0
@catherinexo i don't ,0
Beau- New lead singer of Bless the Fall (Band where @caige was at) is at Whittier  If only..,0
my stomach hurts  gonna lie down a little bit....,0
All my illadelph peoples moved out the 215... now I have zero access to trees ,0
tonight: MK2 for a third time in a row - thinkin bout subscribing to the illimitÃ©... Sheep-izing ,0
having no life besides work is not cool. i want to come back to school  it is the dream life!,0
Why the fuck am i so tired ,0
@kalleexmarie im sorryy!everything happens for a reason. things will get better sooon! ,0
@mareyachristina haha i shaved all my facial hair off except for my moustache cause i thought it would be cool! But it made me look gross,0
Someone has an issue with Facebook? ,0
@zzSOfetch yep your my fave...and stop calling me a liar ,0
Is being a bus wanker  feel so ill!,0
@wishicouldwait_ oooh! i've never had pumpkin scones. lovely!! gran torino devastated me beyond repair  ,0
@sameergupta Aww! I had that for full one month when I had typhoid. I know the pain.. ,0
Boo for flooded cars and basements. ,0
"Good morning New Mexico, I'm very sorry to be leaving your bed ",0
It's going to rain today and I forgot my umbrella.  Hopefully I can get to work before it does or I'll have to dodge raindrops...,0
@eresty Can't use chamomile.In ragweed family of which I'm allergic too ,0
@mel_rocks pssh. sure u luv me...  look im gunna cry! haha tht sux 4 u! i havent left yet but i hav a half day!,0
"@nickbrickett oh, sorry didn't realise! :o sorry to hear that ",0
is so poorly  i've been sick 12 times throughout the night!,0
@dannymcfly could you wish me a  happy birthday  for tomorrow please   please ,0
i got this heels on they are killin my feet lol im a sneaker chick i wish i had a pair now ,0
Cant wait to see u guys thursday ! Just wish i can meet u ,0
Up all night doing graphics! im tired i really want to snuggle with my big sexy husband ,0
@Dianaculver lmao. I wish it were that easy... 5 more hrs ,0
"Long day at office,, Hot fixes are Software Engineer's NightMare.!! ",0
"Biggest headache after my nap  but I better wake up, it's time to gamble! Then hopefully hanging with da homez later tonight.",0
Summer school starts tomorrow. Eww. ,0
is Hpoing her wish will come true but ....everyone denies it     I want my wish to come true SOOO BAD !!!! ,0
"@surfin37 I like em all, but I played baseball up until I was 18, Koined the USMC, then I was told the Angels wanted me to try out. ",0
I really wish i would hear from josh,0
Looking at the computer 4 awhile hurts! ,0
@aefix I wish I had a blackberry ,0
Is not happy wiv this weather ,0
"@RealMrCummings and jus think, if u thought last night was bad, I'm goin to bed 2 hours earlier tonight    ... Gu'nite!",0
feels cold....... (sick) and i need someone by my side  ...... (cozy) http://plurk.com/p/y1yu5,0
@Rohdni nothin much got a cold  i love you more,0
"has Swine Flu, back off! it's the worst feeling ever ",0
Going to bed...gotta get up in three hours  ur supposed to sleep in durring the summer...WTF!?!?!,0
im up super early and theres nothing on TV!!! ,0
Monday again.  super looking forward to the upcoming long weekend. Yahoo! ,0
My msn's retarded ,0
Homework  http://myloc.me/sUN,0
I can't stop think about you... &amp; your girlfriend ,0
At bdubs for hot tech guys going away party  eRiCa,0
@biancaelen The girl they did it on didn't win  It is kinda funny in a twisted way. I wonder if there faces get sore?,0
Ok this was too fun. But now I have to go buy shoes ,0
I am dreading driving through St Louis ,0
  ughhh..,0
Can't believe half of Saturday is gone already! Where did it go?? ,0
@tromboneforhire lol very true...at times i wish i liked beer b/c its cheep...i just cant get used to the taste ,0
"Shitttt, my dog is getting surgery. Whos scared? Kristine! ",0
Waiting for hubbie to get back from cleanup...poor dear ,0
"@tommcfly that's so sweet. We miss you in Argentina already, please please come back ",0
@dizzyyet yep... they're leaving it... like that! ,0
this tea isnt working..i gotta hit the coffee ,0
No fishy for dinner tonight ,0
I'm freezin ova here in the city! And I gotta b out here till 10  http://myloc.me/3VUY,0
Cutting the apron strings tomorrow. Sigh. Driving big kid to his new place of employment in Nova Scotia. Will try not to cry. I said try. ,0
Movie night with Ro was amazing! Going to bed...tomorrow up bright and early for my last day student teaching...ever! ,0
@adreamforsteph i emailed him. speech is tomorrow for me. jade had him for class today. she liked it. i failed math and have to retake. ,0
I dreamed I had a baby.  By the time she was three weeks old she was already like 4 foot and talking.  If only it worked that way.  ,0
Firefox seems really laggy now ,0
Missing my bundle of brilliant fun.... ,0
Not enough time ,0
Tired and wishing it wasn't Sunday night.  ,0
@hptwilighter I'm dying to read it!  I hate England.,0
"I am HORRIBLE !!!! I didn't study for my Finals tomorrow, I should be doing it now but I am so tired. ",0
"I need a rain cover for the tent  hopefully the boys will sleep in that tent or tarp will work! white trash, for sure",0
@janettlara I'm finishing right now. :/ I have to do the outline and actual biography. ,0
Up now man I'm still sleepy  gotta do this court thing so I'll tweet wit ya'll tweeps soon,0
"@pray4plagues my friend got an over 18 ticket for friday to buy us drinks, but I have to drive home  haha",0
@KevinDuratn35 Too bad you're not in LA celebrating!  COME TO LA!,0
@RocknRollForeva here....lol (I was in my pathetic hindi tution before.   At least I get to stop learning hindi next year! ,0
actually tweeting with envy on his own laptop ,0
I wish I can forget someone even I don't like though............. ,0
Squashed Foot  xx,0
@paparazzikid awwwww I like it thoo ,0
@GayPatriot All I see is a picture of Sanford. ,0
@Tikken You mean there are people who dislike HP? What a sad world we live in! ,0
&quot;sad to say I miss my friends..&quot; ,0
"is low, too low down the lane of his life, he needs a break.        ",0
@SinnamonLove poor kidlet  I went back to bed and slept 3 hours and feel worse. I hope she is ok,0
"@davideggleton I'm sorry, I did try  Oof, I have missed those socks ;)",0
@OgyJoe Sorry you're sick. Even worse that you can't enjoy the coldplay concert. ,0
First i get BLASTED at work THEN this bitch really put mayo on my sandwich!! I SAID NO MAYO HO!!! ,0
learning for schoool .. hate it  .bllaah,0
Hay my name's Dava &amp; I'm the dumbest person alive. Fml. ,0
"@SteveHealy Oh no! you poor thing  you must have booked the tickets before you realised it was Pat Kenny's last night, gutted for you....",0
@MarcyRenee o ok thats coo i guess i gotta see u when i come back in july  lol how u been though??,0
@mscrissy if u want a smooth drink Greygoose and crangrape but ud prolly have to make it urself no crangrape n da club  gimme 20 dollars,0
@SHAWTYPUTT  man whts the bizz i know you here n LA   been treatin the homie like a ex_friend.. i leave out a noon 2 morrow,0
@wavness o.k tbh i was lying i dont hav a roof ,0
"@Cld819 i tried that, and i think it told me that i was gay.  oh well. i guess some website knows more about me than me.",0
Ooo Tweet Tweet lol remember tha hand game Goin to bed  Nightss Keria tomorrow we discuss Liqhts Somebody gettin Fired Hey Hey!,0
@poshpantspaddy neither can I ,0
@aaamanda i don't get to go either... ,0
haha im sorry lauren  I love you too lol,0
@NKOTBahamas2009 it's frustrating cause they keep accomodating for plus sizes but forget the little peeps. S is too big on me! ,0
@ashninaa mad late but ... it was craaazzzyyy lol we missed u baby ,0
I'm worried about a couple of people I was following.  We exchanged 'follows' and now they aren't there any more.   #iranelection,0
"@kornfan2007 If people would not buy at that price they would not sell at that price, &quot;The price the market will bare&quot; ",0
@JoannaAngel you've got OnStar too. Good luck. ,0
@amatecha it was worth a try ,0
@dlhj0603 hope it isn't anything major ,0
@Bahama thanks girlie - i need it...there's a lot to do ,0
is sad because of the promise he made to her ,0
"New phone number, check out my facebook if you need it. Bye 847 ",0
@ainelovesaston She is indeed lol Samantha was sayin the other day but she aint replay to me on here  haha,0
"wishing it weren't so hot, so i could get my gardening done ",0
OMG i cant believe what i just read they are going to shut down an elementry school in glendora  how sad hopefully it isnt stanton.,0
"Weekend is almost over. Still a diner, and the train back home. ",0
I wanna get bck on to Jonas Brothers youtube ,0
&quot;jonaskevinI'm a fool for you.&quot;  and i'm a fool for you ,0
"Kra, preciso urgente do Adobe Lightroom  ",0
Nice weather outside...2 bad I have 2 spend the next 2 1/2 hours inside Life Science. ,0
@aulia sorry to hear about your dad ,0
OMG boys suck ,0
I wanna go home. Don't wanna be here anymore ,0
@astonwest Good to see you and @clhunter68 tonight! Hope her headache goes away soon  and good luck with the reading @meadscorner tomorrow,0
@cutiemcfruity wendy just had a stinky poop... REALLY bad...  I'd love to snuggle her but she smells like dump.. lol,0
@PaterickSchmede I wish it lasted until Monday night football ,0
@jasinskiArt Didn't like my ideas? *sniff* ,0
@thepjmorton dag and I wasn't invited      I'm gettin my jheri curl bak LOL,0
Monday is getting closer and closer... me not like ,0
ok ... I'm a tecno idiot but ... I'll try again ... ,0
Who are these random people who follow you!? Twitter stalkers?! Yay for forgetting relish on my hotdog tonight ,0
pulling another all nighter tonight probably  need a red bull,0
@the_sandman_ @grave_wounds @hursty02 @samvoaden I miss you guys SO much  xx,0
my poor puppy has been throwing up all morning ,0
"Jack Wills mmmm nice clothing, slow website ",0
@aarondunlap  but I wanted to play with large metal poles tonight ,0
tel aviv @ the airport - freezing -&gt; outside at least 25 degrees  hope weather in swiss is better then what i've heared.,0
hope my brother doesnt go to bed soon cos then the internet will break and ill have to leave ,0
"Ha Ha, I think without realising i've been tweeting to facebook,the orld will end ",0
   eh  must leave New Mexico and soon!,0
Break time at work without Emily  she sooo went without me!,0
@janole I'm getting a &quot;Network Error - 1&quot; &amp; on connecting it just says &quot;Connected&quot; not &quot;Connection established&quot; anymore?! No updates now! ,0
"@SpiderxBear haha yeah  ah well, next time. well im going to a diff concert on saturday night so i wont be sitting at home listening to",0
"@Lizloz I feel like death this morning, wheezing like an old man, and yet I'll NEED one shortly. Marlbs are not my friends ",0
Aaaaaaahhh why is my tongue black.  This is the weirdest cold I have EVER had.,0
2am soup after a really long day. Another long day starts in 4 hours ,0
does not like this idea at all!!!!!!!!    How am I supposed to say that to him though? Ahhhh!! I wanna beat my head on a wall.  text m ...,0
@julianna12369 can you read? Nooo ,0
i want to go on a summer holiday ,0
Honey bees are disappearing. I hear they do a lot of good things for our world. Unlike me.  Emo tears.,0
"supposedly i have a tiny cavity in one of my teeth from when i had braces. dnw, i hate the dentist ",0
"@RealHughJackman instead of giving to charity, give to individuals in need.  charities have too much overhead,it just goes 2 salaries. ",0
making flashcards for spanish....really? ,0
@babyxcakes I dunno but we ended up goin to west moor my old job ,0
i suddenly craved for vegemite and toast.  feeling adventurous today.,0
At Work ,0
"but for right now, sleep time. I don't think I can stay awake any longer... my eyes are getting blurry. =/ Sorry! ",0
@Fanpire77 I'm sorry about your foot! ,0
@runningwaters9 that is true...She hasn't chilled at my crib in a minute...It seems like she only comes when its a party... ,0
http://twitpic.com/5ezw0 - This is my sad water bottle. Riding the train while his friend has run off to the airport and left him behind. ,0
"no one's tweeting D: ahh well, i'm off to bed, travelling takes it out of me, town tomorrow aswell so can't lie in ",0
@jordanbrock my memory is one off going down very fast on a muddy path front wheel 'tripped' over an exposed root and the rest is history ,0
"Just saw her first caterpillar for this summer. Safe to say I SPRINTED in the opposite direction. @queenjada is laughing , that bitch ",0
"@jugomugo It's kind of odd, but I suspect she's cuter than I am... I had to work and couldn't get out there for RGR. ",0
home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it,0
@RyanFTrainor I am EXACTLY the same ,0
missing latisha ,0
wasted four hours of my life today. not even on something productive like facebook ,0
This girl spilled coffee on my dress this morning so I had to wash my dress in the sink at work and wait for it to dry.. so annoying  ,0
@MalleMaus i knoww ,0
tired... not ready for work this week. ,0
i'm so tired. ,0
Heading out now. Still tired tho.   Catch all later this evening/afternoon.,0
I am so so so so so bored of studying ,0
&quot;Flight of the Conchords&quot; suddenly disappeared from Spotify ,0
I'm too busy at work today...it is interferring with socializing,0
How do you eat a toaster struedal if someone else eats all the icing packets.. ,0
@DarrylRMSG Arsenal lost the game and I lost my bet ,0
@RocketMinx yarr it's a bitch - eyes are bloodshot despite drops  I knew there was a reason I hated summer! And in ff7 I forgot where I am,0
"@MissImj You're okay though, right? I'm SO sorry about your car, currently mine has no bumper.  ",0
fuck! I meant to send a picture from my phone but accidentally deleted it! ,0
@sallyinnorfolk I have to spend lots of  our money on a new boiler...great!!! Not so lucky hey ,0
@MPsLadyScorpio eryone used to think my dad was my boyfriend...even when I was a teenager ,0
sad that someone blocked http://lolpornonline.com from their home computer network ,0
yesterday was THE BEST DAY EVER!!!  sooooooo much fun!!! wanna go there agaian  love ya girls! :-*,0
lazy sunday!  Only four days left with my first graders ,0
is enjoying a rainy day at home with the family. Soccer games canceled ,0
beautiful day today!!! but sat indoors as i think ive got a bit too much sunburn than i can handle ,0
Tired..Paige is Ill and she is trying to sleep which makes her more ill...always to me for some reason.. ,0
@teamcyrus im really bored  too! im studying biology ,0
i miss you ,0
@TImAndEric Crickets!!!!  #4yourhealth,0
has a sinus infection ,0
@g1mm34d my bad. I thought you were talking about today ,0
@jesssicaraymond nope... but a friend is.. ,0
I &lt;3 it. But muni gives me motion sickness. ,0
"@uhohhippos And I miss you too. I found something dumb to do in Easthampton, and you are not here, so I can't. ",0
Got a bad back ,0
@tommcfly umm dunno im dippy lol i aint seen u on t4 yet ,0
Haven't been able to sleep at all tonight. Attempting to keep the stomach monsters away. They keep raiding my tummy... ,0
One of my best friends gave birth 2 weeks ago &amp; had a lunch w/2 other great friends. W/c I had to miss  One NEEDS these girls' lunches,0
@chelseacriner whats your aim? and myspace? IM me! I lost it all ,0
"Getting ready for church, but I'm probably not going... UGH. Sick today, everything is a pain... ",0
"Grr.  Have friend who is determined to massage me today (trade, he owes me). But he talks A LOT, bless'im.  Not in the mood, blehhh...  ",0
OMG they closed mickey d's  were imma get my mochas from!!,0
Work work work all day  saw the hangover...sick movie!,0
@sarahchambers19 Sucks  They need to do another gig in Manchester for you! Xx,0
Chris and I are now 520 points behind @binnsy and Sair. ,0
How is it possible to feel SO bloody guilty for something that isn't entirely my fault? ,0
"Just realized that listening to Poison and Skid Row when you have a broken heart is a really, really bad idea. ",0
@PrimoAssistance Back to work now...making up for the many kid breaks throughout the day ,0
I missed not being able to teach this morning... ,0
in cancun..missing you babe  i love you,0
"is pretty sad, it's the after trip and Backstreet Boy + fun depression! ",0
damn you rhinitis! boohooo my poor nose,0
I got laughed at for requesting july 15 off work to see harry potter: hbp.  i &lt;3 harry potter &amp; this is going is be the best one yet.,0
@NickoLayP  I cant play it yet!!!!!! im sending in my laptop to get fixed!!!!!!!!!  super sad face,0
@jnyg  not sure we'll connect this time.,0
too late @hgharrygo  i'm chewing choccies now. pray for me!!,0
@tracy_loo_who doubtful since it's only 30 min not an hour ,0
"I was way too nervous at my job interview, think i might have fuddled it.... ",0
@Steffie_Angel I can't? ,0
@jessluvsnkotb o_O &quot;that's a nice picture&quot;  are you trying to put one up that's more than 700kb? or whatever it is?,0
 My baby kitty is going blind.  MY Charlotte. Why can't it be my stupid sister's cat? Why mine?,0
I cant sleep ,0
 loves being alone all the time.,0
"@Kevin4theWin totally know the feelin', there's gotta be love @ tourneys or the fun just gets all wiped out ",0
"@happylovesChuck aww, why not?! ",0
is watching You've Got Mail on Bravo. Will probably cry when Meg has 2 close her book store forever. Tom Hanks is pure evil. ,0
@JavierChua Well I am on the RIGHT side of thirty,0
I miss my little boy..... ,0
"@Tripdash Nope, rain in the Shire of York as well ",0
Hanging with kids all day makes me want one more  ,0
I'm an idiot. Off to Heatheow ,0
I was going to go to a movie this weekend but the summer movies really suck this year. HUGE disappoinment. ,0
&quot;maybe gini coefficients are too complicated for us?&quot; and I thought I was working for a science company ,0
I'm working ,0
back in Charleston ,0
Daughter water-boarded the Harmony remote. Time of death: 7:30am. Bought new one with money I don't have. Not thrilled. ,0
"@Aleenia I couldn't teleport to the Ronark Land Base,Because K0xpers are waiting in my own town  I decided to give up the game..",0
